jour,metrique,valeur
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,0
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,0
17,interventions gouvernement,0
17,interventions opposition,0
17,interventions présidence,0
17,interventions PLQ,0
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,0
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,0
17,interventions gouvernement,0
17,interventions opposition,0
17,interventions présidence,0
17,interventions PLQ,0
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,38
17,interventions secrétaire,0
17,interventions fonctionnaire,11
17,interventions ministre,7
17,interventions gouvernement,0
17,interventions opposition,18
17,interventions présidence,2
17,interventions PLQ,18
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,1
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,37
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,18
17,interventions gouvernement,0
17,interventions opposition,18
17,interventions présidence,1
17,interventions PLQ,18
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,0
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,0
17,interventions gouvernement,0
17,interventions opposition,0
17,interventions présidence,0
17,interventions PLQ,0
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,0
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,0
17,interventions gouvernement,0
17,interventions opposition,0
17,interventions présidence,0
17,interventions PLQ,0
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,10
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,5
17,interventions gouvernement,0
17,interventions opposition,4
17,interventions présidence,1
17,interventions PLQ,4
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,1
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,70
17,interventions secrétaire,4
17,interventions fonctionnaire,10
17,interventions ministre,20
17,interventions gouvernement,1
17,interventions opposition,30
17,interventions présidence,5
17,interventions PLQ,30
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,48
17,interventions secrétaire,0
17,interventions fonctionnaire,3
17,interventions ministre,22
17,interventions gouvernement,0
17,interventions opposition,23
17,interventions présidence,0
17,interventions PLQ,23
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,2
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,1
17,interventions gouvernement,0
17,interventions opposition,1
17,interventions présidence,0
17,interventions PLQ,1
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,54
17,interventions secrétaire,0
17,interventions fonctionnaire,6
17,interventions ministre,21
17,interventions gouvernement,0
17,interventions opposition,26
17,interventions présidence,1
17,interventions PLQ,26
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,2
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,81
17,interventions secrétaire,8
17,interventions fonctionnaire,16
17,interventions ministre,17
17,interventions gouvernement,2
17,interventions opposition,31
17,interventions présidence,7
17,interventions PLQ,31
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,1
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,6
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,3
17,interventions gouvernement,0
17,interventions opposition,2
17,interventions présidence,1
17,interventions PLQ,2
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,0
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,0
17,interventions gouvernement,0
17,interventions opposition,0
17,interventions présidence,0
17,interventions PLQ,0
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,13
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,5
17,interventions gouvernement,0
17,interventions opposition,5
17,interventions présidence,3
17,interventions PLQ,5
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,12
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,8
17,interventions gouvernement,0
17,interventions opposition,4
17,interventions présidence,0
17,interventions PLQ,4
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,38
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,18
17,interventions gouvernement,0
17,interventions opposition,19
17,interventions présidence,1
17,interventions PLQ,19
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,3
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,57
17,interventions secrétaire,12
17,interventions fonctionnaire,0
17,interventions ministre,19
17,interventions gouvernement,3
17,interventions opposition,17
17,interventions présidence,6
17,interventions PLQ,17
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,2
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,1
17,interventions gouvernement,0
17,interventions opposition,0
17,interventions présidence,1
17,interventions PLQ,0
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,1
17,votes par consentement,0
17,votes par mise aux voix,1
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,38
17,interventions secrétaire,4
17,interventions fonctionnaire,1
17,interventions ministre,13
17,interventions gouvernement,1
17,interventions opposition,15
17,interventions présidence,4
17,interventions PLQ,15
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,0
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,0
17,interventions gouvernement,0
17,interventions opposition,0
17,interventions présidence,0
17,interventions PLQ,0
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,8
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,1
17,interventions gouvernement,0
17,interventions opposition,4
17,interventions présidence,3
17,interventions PLQ,4
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,32
17,interventions secrétaire,0
17,interventions fonctionnaire,0
17,interventions ministre,13
17,interventions gouvernement,0
17,interventions opposition,17
17,interventions présidence,2
17,interventions PLQ,17
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,2
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,100
17,interventions secrétaire,8
17,interventions fonctionnaire,3
17,interventions ministre,32
17,interventions gouvernement,2
17,interventions opposition,39
17,interventions présidence,16
17,interventions PLQ,39
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,0
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,54
17,interventions secrétaire,0
17,interventions fonctionnaire,10
17,interventions ministre,18
17,interventions gouvernement,0
17,interventions opposition,26
17,interventions présidence,0
17,interventions PLQ,26
17,interventions QS,0
17,interventions PQ,0
17,nombre de suspensions,0
17,votes par consentement,0
17,votes par mise aux voix,1
17,amendements adoptés,0
17,amendements rejetés,0
17,nombre d'intervenants,67
17,interventions secrétaire,4
17,interventions fonctionnaire,6
17,interventions ministre,18
17,interventions gouvernement,1
17,interventions opposition,30
17,interventions présidence,8
17,interventions PLQ,30
17,interventions QS,0
17,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,36
18,interventions secrétaire,2
18,interventions fonctionnaire,2
18,interventions ministre,12
18,interventions gouvernement,0
18,interventions opposition,13
18,interventions présidence,7
18,interventions PLQ,13
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,1
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,8
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,4
18,interventions gouvernement,0
18,interventions opposition,3
18,interventions présidence,1
18,interventions PLQ,3
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,1
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,25
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,9
18,interventions gouvernement,0
18,interventions opposition,9
18,interventions présidence,7
18,interventions PLQ,9
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,2
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,1
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,1
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,25
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,7
18,interventions gouvernement,0
18,interventions opposition,9
18,interventions présidence,9
18,interventions PLQ,9
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,59
18,interventions secrétaire,0
18,interventions fonctionnaire,5
18,interventions ministre,15
18,interventions gouvernement,0
18,interventions opposition,25
18,interventions présidence,14
18,interventions PLQ,25
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,6
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,3
18,interventions gouvernement,0
18,interventions opposition,3
18,interventions présidence,0
18,interventions PLQ,3
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,1
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,27
18,interventions secrétaire,0
18,interventions fonctionnaire,2
18,interventions ministre,13
18,interventions gouvernement,0
18,interventions opposition,10
18,interventions présidence,2
18,interventions PLQ,10
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,36
18,interventions secrétaire,1
18,interventions fonctionnaire,11
18,interventions ministre,5
18,interventions gouvernement,0
18,interventions opposition,12
18,interventions présidence,7
18,interventions PLQ,12
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,45
18,interventions secrétaire,0
18,interventions fonctionnaire,3
18,interventions ministre,16
18,interventions gouvernement,0
18,interventions opposition,19
18,interventions présidence,7
18,interventions PLQ,19
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,1
18,amendements rejetés,0
18,nombre d'intervenants,65
18,interventions secrétaire,0
18,interventions fonctionnaire,2
18,interventions ministre,23
18,interventions gouvernement,0
18,interventions opposition,27
18,interventions présidence,13
18,interventions PLQ,27
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,64
18,interventions secrétaire,0
18,interventions fonctionnaire,6
18,interventions ministre,26
18,interventions gouvernement,0
18,interventions opposition,28
18,interventions présidence,4
18,interventions PLQ,28
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,51
18,interventions secrétaire,0
18,interventions fonctionnaire,1
18,interventions ministre,22
18,interventions gouvernement,0
18,interventions opposition,20
18,interventions présidence,8
18,interventions PLQ,20
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,77
18,interventions secrétaire,0
18,interventions fonctionnaire,1
18,interventions ministre,36
18,interventions gouvernement,0
18,interventions opposition,34
18,interventions présidence,6
18,interventions PLQ,34
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,1
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,33
18,interventions secrétaire,0
18,interventions fonctionnaire,1
18,interventions ministre,15
18,interventions gouvernement,0
18,interventions opposition,13
18,interventions présidence,4
18,interventions PLQ,13
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,1
18,amendements rejetés,0
18,nombre d'intervenants,15
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,7
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,8
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,1
18,amendements rejetés,0
18,nombre d'intervenants,40
18,interventions secrétaire,0
18,interventions fonctionnaire,2
18,interventions ministre,13
18,interventions gouvernement,0
18,interventions opposition,14
18,interventions présidence,11
18,interventions PLQ,14
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,39
18,interventions secrétaire,0
18,interventions fonctionnaire,4
18,interventions ministre,15
18,interventions gouvernement,0
18,interventions opposition,19
18,interventions présidence,1
18,interventions PLQ,19
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,1
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,61
18,interventions secrétaire,0
18,interventions fonctionnaire,1
18,interventions ministre,28
18,interventions gouvernement,0
18,interventions opposition,31
18,interventions présidence,1
18,interventions PLQ,31
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,1
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,2
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,1
18,interventions présidence,1
18,interventions PLQ,1
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,1
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,9
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,2
18,interventions gouvernement,0
18,interventions opposition,4
18,interventions présidence,3
18,interventions PLQ,4
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,1
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,2
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,1
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,1
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,1
18,amendements rejetés,0
18,nombre d'intervenants,15
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,6
18,interventions gouvernement,0
18,interventions opposition,3
18,interventions présidence,6
18,interventions PLQ,3
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,1
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,1
18,amendements rejetés,0
18,nombre d'intervenants,59
18,interventions secrétaire,0
18,interventions fonctionnaire,11
18,interventions ministre,14
18,interventions gouvernement,0
18,interventions opposition,24
18,interventions présidence,10
18,interventions PLQ,24
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,52
18,interventions secrétaire,0
18,interventions fonctionnaire,1
18,interventions ministre,18
18,interventions gouvernement,0
18,interventions opposition,20
18,interventions présidence,13
18,interventions PLQ,20
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,1
18,amendements rejetés,0
18,nombre d'intervenants,27
18,interventions secrétaire,0
18,interventions fonctionnaire,5
18,interventions ministre,6
18,interventions gouvernement,0
18,interventions opposition,11
18,interventions présidence,5
18,interventions PLQ,11
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,30
18,interventions secrétaire,0
18,interventions fonctionnaire,1
18,interventions ministre,15
18,interventions gouvernement,0
18,interventions opposition,11
18,interventions présidence,3
18,interventions PLQ,11
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,56
18,interventions secrétaire,0
18,interventions fonctionnaire,2
18,interventions ministre,26
18,interventions gouvernement,0
18,interventions opposition,28
18,interventions présidence,0
18,interventions PLQ,28
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,1
18,amendements rejetés,0
18,nombre d'intervenants,67
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,31
18,interventions gouvernement,0
18,interventions opposition,32
18,interventions présidence,4
18,interventions PLQ,32
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,1
18,amendements rejetés,0
18,nombre d'intervenants,59
18,interventions secrétaire,0
18,interventions fonctionnaire,4
18,interventions ministre,23
18,interventions gouvernement,0
18,interventions opposition,26
18,interventions présidence,6
18,interventions PLQ,26
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,57
18,interventions secrétaire,0
18,interventions fonctionnaire,3
18,interventions ministre,25
18,interventions gouvernement,0
18,interventions opposition,26
18,interventions présidence,3
18,interventions PLQ,26
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,68
18,interventions secrétaire,0
18,interventions fonctionnaire,8
18,interventions ministre,19
18,interventions gouvernement,0
18,interventions opposition,29
18,interventions présidence,12
18,interventions PLQ,29
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,1
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,6
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,3
18,interventions gouvernement,0
18,interventions opposition,1
18,interventions présidence,2
18,interventions PLQ,1
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,0
18,interventions gouvernement,0
18,interventions opposition,0
18,interventions présidence,0
18,interventions PLQ,0
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,4
18,interventions secrétaire,0
18,interventions fonctionnaire,0
18,interventions ministre,1
18,interventions gouvernement,0
18,interventions opposition,1
18,interventions présidence,2
18,interventions PLQ,1
18,interventions QS,0
18,interventions PQ,0
18,nombre de suspensions,0
18,votes par consentement,0
18,votes par mise aux voix,0
18,amendements adoptés,0
18,amendements rejetés,0
18,nombre d'intervenants,0
18,interventions secrétaire,0
